fstat	df	pvalue
60.400000000001	24	5.247725e-08
60.400000000001	25	3.966686e-08
60.400000000001	26	3.030658e-08
60.400000000001	27	2.338895e-08
60.400000000001	28	1.822162e-08
60.400000000001	29	1.432272e-08
60.400000000001	30	1.135289e-08
60.500000000001	1	0.08140041
60.500000000001	2	0.01613009
60.500000000001	3	0.004421613
60.500000000001	4	0.001473119
60.500000000001	5	0.0005622421
60.500000000001	6	0.0002377444
60.500000000001	7	0.0001090279
60.500000000001	8	5.343503e-05
60.500000000001	9	2.769079e-05
60.500000000001	10	1.505056e-05
60.500000000001	11	8.525788e-06
60.500000000001	12	5.008249e-06
60.500000000001	13	3.038192e-06
60.500000000001	14	1.896862e-06
60.500000000001	15	1.215337e-06
60.500000000001	16	7.971395e-07
60.500000000001	17	5.34113e-07
60.500000000001	18	3.649215e-07
60.500000000001	19	2.538279e-07
60.500000000001	20	1.794908e-07
60.500000000001	21	1.288746e-07
60.500000000001	22	9.384983e-08
60.500000000001	23	6.924835e-08
60.500000000001	24	5.17259e-08
60.500000000001	25	3.908229e-08
60.500000000001	26	2.984754e-08
60.500000000001	27	2.302533e-08
60.500000000001	28	1.79312e-08
60.500000000001	29	1.408897e-08
60.500000000001	30	1.116337e-08
60.600000000001	1	0.08133395
60.600000000001	2	0.01610411
60.600000000001	3	0.004411087
60.600000000001	4	0.001468513
60.600000000001	5	0.0005600771
60.600000000001	6	0.0002366621
60.600000000001	7	0.0001084574
60.600000000001	8	5.312012e-05
60.600000000001	9	2.750985e-05
60.600000000001	10	1.494284e-05
60.600000000001	11	8.459613e-06
60.600000000001	12	4.966432e-06
60.600000000001	13	3.011087e-06
60.600000000001	14	1.878885e-06
60.600000000001	15	1.203162e-06
60.600000000001	16	7.887341e-07
60.600000000001	17	5.282072e-07
60.600000000001	18	3.607042e-07
60.600000000001	19	2.50771e-07
60.600000000001	20	1.772441e-07
60.600000000001	21	1.272019e-07
60.600000000001	22	9.258934e-08
60.600000000001	23	6.828781e-08
60.600000000001	24	5.09862e-08
60.600000000001	25	3.850701e-08
60.600000000001	26	2.939597e-08
60.600000000001	27	2.266777e-08
60.600000000001	28	1.764575e-08
60.600000000001	29	1.385931e-08
60.600000000001	30	1.097723e-08
60.700000000001	1	0.08126765
60.700000000001	2	0.01607822
60.700000000001	3	0.004400602
60.700000000001	4	0.001463928
60.700000000001	5	0.0005579237
60.700000000001	6	0.0002355863
60.700000000001	7	0.0001078907
60.700000000001	8	5.280752e-05
60.700000000001	9	2.733035e-05
60.700000000001	10	1.483605e-05
60.700000000001	11	8.394044e-06
60.700000000001	12	4.925022e-06
60.700000000001	13	2.984262e-06
60.700000000001	14	1.861103e-06
60.700000000001	15	1.191125e-06
60.700000000001	16	7.804283e-07
60.700000000001	17	5.223743e-07
60.700000000001	18	3.565411e-07
60.700000000001	19	2.477548e-07
60.700000000001	20	1.750282e-07
60.700000000001	21	1.255529e-07
60.700000000001	22	9.134731e-08
60.700000000001	23	6.734174e-08
60.700000000001	24	5.025796e-08
60.700000000001	25	3.794088e-08
60.700000000001	26	2.895176e-08
60.700000000001	27	2.231617e-08
60.700000000001	28	1.736516e-08
60.700000000001	29	1.363364e-08
60.700000000001	30	1.079439e-08
60.800000000001	1	0.08120152
60.800000000001	2	0.01605241
60.800000000001	3	0.004390159
60.800000000001	4	0.001459364
60.800000000001	5	0.0005557819
60.800000000001	6	0.0002345171
60.800000000001	7	0.0001073278
60.800000000001	8	5.249722e-05
60.800000000001	9	2.715228e-05
60.800000000001	10	1.473017e-05
60.800000000001	11	8.329074e-06
60.800000000001	12	4.884015e-06
60.800000000001	13	2.957712e-06
60.800000000001	14	1.843513e-06
60.800000000001	15	1.179224e-06
60.800000000001	16	7.722208e-07
60.800000000001	17	5.166134e-07
60.800000000001	18	3.524313e-07
60.800000000001	19	2.447786e-07
60.800000000001	20	1.728428e-07
60.800000000001	21	1.239272e-07
60.800000000001	22	9.012343e-08
60.800000000001	23	6.640991e-08
60.800000000001	24	4.954096e-08
60.800000000001	25	3.738372e-08
60.800000000001	26	2.851478e-08
60.800000000001	27	2.197043e-08
60.800000000001	28	1.708934e-08
60.800000000001	29	1.341189e-08
60.800000000001	30	1.06148e-08
60.900000000001	1	0.08113554
60.900000000001	2	0.01602668
60.900000000001	3	0.004379757
60.900000000001	4	0.001454822
60.900000000001	5	0.0005536515
60.900000000001	6	0.0002334543
60.900000000001	7	0.0001067686
60.900000000001	8	5.21892e-05
60.900000000001	9	2.697563e-05
60.900000000001	10	1.46252e-05
60.900000000001	11	8.264699e-06
60.900000000001	12	4.843405e-06
60.900000000001	13	2.931434e-06
60.900000000001	14	1.826112e-06
60.900000000001	15	1.167458e-06
60.900000000001	16	7.641103e-07
60.900000000001	17	5.109234e-07
60.900000000001	18	3.483741e-07
60.900000000001	19	2.418419e-07
60.900000000001	20	1.706874e-07
60.900000000001	21	1.223246e-07
60.900000000001	22	8.891743e-08
60.900000000001	23	6.549208e-08
60.900000000001	24	4.883505e-08
60.900000000001	25	3.683539e-08
60.900000000001	26	2.808489e-08
60.900000000001	27	2.163043e-08
60.900000000001	28	1.681822e-08
60.900000000001	29	1.3194e-08
60.900000000001	30	1.04384e-08
61.000000000001	1	0.08106973
61.000000000001	2	0.01600103
61.000000000001	3	0.004369397
61.000000000001	4	0.001450301
61.000000000001	5	0.0005515326
61.000000000001	6	0.000232398
61.000000000001	7	0.0001062132
61.000000000001	8	5.188344e-05
61.000000000001	9	2.680038e-05
61.000000000001	10	1.452113e-05
61.000000000001	11	8.200911e-06
61.000000000001	12	4.803189e-06
61.000000000001	13	2.905426e-06
61.000000000001	14	1.8089e-06
61.000000000001	15	1.155825e-06
61.000000000001	16	7.560955e-07
61.000000000001	17	5.053034e-07
61.000000000001	18	3.443687e-07
61.000000000001	19	2.389441e-07
61.000000000001	20	1.685615e-07
61.000000000001	21	1.207447e-07
61.000000000001	22	8.772902e-08
61.000000000001	23	6.458802e-08
61.000000000001	24	4.814002e-08
61.000000000001	25	3.629575e-08
61.000000000001	26	2.766197e-08
61.000000000001	27	2.129609e-08
61.000000000001	28	1.65517e-08
61.000000000001	29	1.297989e-08
61.000000000001	30	1.026512e-08
61.100000000001	1	0.08100407
61.100000000001	2	0.01597547
61.100000000001	3	0.004359077
61.100000000001	4	0.001445801
61.100000000001	5	0.000549425
61.100000000001	6	0.000231348
61.100000000001	7	0.0001056616
61.100000000001	8	5.157991e-05
61.100000000001	9	2.662652e-05
61.100000000001	10	1.441794e-05
61.100000000001	11	8.137704e-06
61.100000000001	12	4.763362e-06
61.100000000001	13	2.879683e-06
61.100000000001	14	1.791872e-06
61.100000000001	15	1.144323e-06
61.100000000001	16	7.481752e-07
61.100000000001	17	4.997524e-07
61.100000000001	18	3.404145e-07
61.100000000001	19	2.360847e-07
61.100000000001	20	1.664647e-07
61.100000000001	21	1.191872e-07
61.100000000001	22	8.655792e-08
61.100000000001	23	6.369752e-08
61.100000000001	24	4.745569e-08
61.100000000001	25	3.576463e-08
61.100000000001	26	2.724591e-08
61.100000000001	27	2.096728e-08
61.100000000001	28	1.628971e-08
61.100000000001	29	1.276949e-08
61.100000000001	30	1.00949e-08
61.200000000001	1	0.08093858
61.200000000001	2	0.01594999
61.200000000001	3	0.004348797
61.200000000001	4	0.001441321
61.200000000001	5	0.0005473287
61.200000000001	6	0.0002303043
61.200000000001	7	0.0001051136
61.200000000001	8	5.12786e-05
61.200000000001	9	2.645403e-05
61.200000000001	10	1.431563e-05
61.200000000001	11	8.075072e-06
61.200000000001	12	4.723919e-06
61.200000000001	13	2.854203e-06
61.200000000001	14	1.775028e-06
61.200000000001	15	1.13295e-06
61.200000000001	16	7.403482e-07
61.200000000001	17	4.942694e-07
61.200000000001	18	3.365107e-07
61.200000000001	19	2.33263e-07
61.200000000001	20	1.643966e-07
61.200000000001	21	1.176516e-07
61.200000000001	22	8.540387e-08
61.200000000001	23	6.282036e-08
61.200000000001	24	4.67819e-08
61.200000000001	25	3.52419e-08
61.200000000001	26	2.683658e-08
61.200000000001	27	2.064393e-08
61.200000000001	28	1.603215e-08
61.200000000001	29	1.256273e-08
61.200000000001	30	9.927697e-09
61.300000000001	1	0.08087324
61.300000000001	2	0.01592458
61.300000000001	3	0.004338558
61.300000000001	4	0.001436863
61.300000000001	5	0.0005452436
61.300000000001	6	0.0002292669
61.300000000001	7	0.0001045692
61.300000000001	8	5.097948e-05
61.300000000001	9	2.628291e-05
61.300000000001	10	1.421419e-05
61.300000000001	11	8.01301e-06
61.300000000001	12	4.684858e-06
61.300000000001	13	2.828983e-06
61.300000000001	14	1.758364e-06
61.300000000001	15	1.121706e-06
61.300000000001	16	7.326131e-07
61.300000000001	17	4.888537e-07
61.300000000001	18	3.326565e-07
61.300000000001	19	2.304786e-07
61.300000000001	20	1.623567e-07
61.300000000001	21	1.161376e-07
61.300000000001	22	8.426658e-08
61.300000000001	23	6.195631e-08
61.300000000001	24	4.611846e-08
61.300000000001	25	3.472742e-08
61.300000000001	26	2.643387e-08
61.300000000001	27	2.032593e-08
61.300000000001	28	1.577895e-08
61.300000000001	29	1.235955e-08
61.300000000001	30	9.763444e-09
61.400000000001	1	0.08080806
61.400000000001	2	0.01589926
61.400000000001	3	0.004328359
61.400000000001	4	0.001432425
61.400000000001	5	0.0005431696
61.400000000001	6	0.0002282357
61.400000000001	7	0.0001040285
61.400000000001	8	5.068255e-05
61.400000000001	9	2.611314e-05
61.400000000001	10	1.411361e-05
61.400000000001	11	7.95151e-06
61.400000000001	12	4.646173e-06
61.400000000001	13	2.80402e-06
61.400000000001	14	1.741879e-06
61.400000000001	15	1.110588e-06
61.400000000001	16	7.24969e-07
61.400000000001	17	4.835042e-07
61.400000000001	18	3.288514e-07
61.400000000001	19	2.277309e-07
61.400000000001	20	1.603447e-07
61.400000000001	21	1.14645e-07
61.400000000001	22	8.31458e-08
61.400000000001	23	6.110517e-08
61.400000000001	24	4.546521e-08
61.400000000001	25	3.422104e-08
61.400000000001	26	2.603766e-08
61.400000000001	27	2.001319e-08
61.400000000001	28	1.553004e-08
61.400000000001	29	1.215988e-08
61.400000000001	30	9.602087e-09
61.500000000001	1	0.08074304
61.500000000001	2	0.01587402
61.500000000001	3	0.0043182
61.500000000001	4	0.001428008
61.500000000001	5	0.0005411066
61.500000000001	6	0.0002272107
61.500000000001	7	0.0001034913
61.500000000001	8	5.038777e-05
61.500000000001	9	2.594471e-05
61.500000000001	10	1.401389e-05
61.500000000001	11	7.890568e-06
61.500000000001	12	4.60786e-06
61.500000000001	13	2.779311e-06
61.500000000001	14	1.72557e-06
61.500000000001	15	1.099594e-06
61.500000000001	16	7.174144e-07
61.500000000001	17	4.782201e-07
61.500000000001	18	3.250946e-07
61.500000000001	19	2.250194e-07
61.500000000001	20	1.5836e-07
61.500000000001	21	1.131734e-07
61.500000000001	22	8.204127e-08
61.500000000001	23	6.026673e-08
61.500000000001	24	4.482197e-08
61.500000000001	25	3.372263e-08
61.500000000001	26	2.564784e-08
61.500000000001	27	1.970561e-08
61.500000000001	28	1.528533e-08
61.500000000001	29	1.196366e-08
61.500000000001	30	9.443573e-09
61.600000000001	1	0.08067817
61.600000000001	2	0.01584886
61.600000000001	3	0.00430808
61.600000000001	4	0.001423611
61.600000000001	5	0.0005390545
61.600000000001	6	0.0002261918
61.600000000001	7	0.0001029577
61.600000000001	8	5.009513e-05
61.600000000001	9	2.577761e-05
61.600000000001	10	1.391501e-05
61.600000000001	11	7.830176e-06
61.600000000001	12	4.569915e-06
61.600000000001	13	2.754853e-06
61.600000000001	14	1.709436e-06
61.600000000001	15	1.088724e-06
61.600000000001	16	7.099483e-07
61.600000000001	17	4.730005e-07
61.600000000001	18	3.213854e-07
61.600000000001	19	2.223435e-07
61.600000000001	20	1.564024e-07
61.600000000001	21	1.117224e-07
61.600000000001	22	8.095273e-08
61.600000000001	23	5.944078e-08
61.600000000001	24	4.418859e-08
61.600000000001	25	3.323205e-08
61.600000000001	26	2.52643e-08
61.600000000001	27	1.94031e-08
61.600000000001	28	1.504474e-08
61.600000000001	29	1.177082e-08
61.600000000001	30	9.287847e-09
61.700000000001	1	0.08061346
61.700000000001	2	0.01582378
61.700000000001	3	0.004298001
61.700000000001	4	0.001419235
61.700000000001	5	0.0005370134
61.700000000001	6	0.000225179
61.700000000001	7	0.0001024277
61.700000000001	8	4.980462e-05
61.700000000001	9	2.561182e-05
61.700000000001	10	1.381697e-05
61.700000000001	11	7.770331e-06
61.700000000001	12	4.532334e-06
61.700000000001	13	2.730643e-06
61.700000000001	14	1.693474e-06
61.700000000001	15	1.077976e-06
61.700000000001	16	7.025696e-07
61.700000000001	17	4.678444e-07
61.700000000001	18	3.177232e-07
61.700000000001	19	2.197027e-07
61.700000000001	20	1.544713e-07
61.700000000001	21	1.102918e-07
61.700000000001	22	7.987994e-08
61.700000000001	23	5.862713e-08
61.700000000001	24	4.356489e-08
61.700000000001	25	3.274918e-08
61.700000000001	26	2.488693e-08
61.700000000001	27	1.910558e-08
61.700000000001	28	1.480821e-08
61.700000000001	29	1.158129e-08
61.700000000001	30	9.134859e-09
61.800000000001	1	0.08054891
61.800000000001	2	0.01579878
61.800000000001	3	0.00428796
61.800000000001	4	0.001414878
61.800000000001	5	0.000534983
61.800000000001	6	0.0002241723
61.800000000001	7	0.0001019011
61.800000000001	8	4.951621e-05
61.800000000001	9	2.544733e-05
61.800000000001	10	1.371975e-05
61.800000000001	11	7.711026e-06
61.800000000001	12	4.495114e-06
61.800000000001	13	2.706678e-06
61.800000000001	14	1.677682e-06
61.800000000001	15	1.067348e-06
61.800000000001	16	6.952771e-07
61.800000000001	17	4.627512e-07
61.800000000001	18	3.141073e-07
61.800000000001	19	2.170966e-07
61.800000000001	20	1.525665e-07
61.800000000001	21	1.088812e-07
61.800000000001	22	7.882264e-08
61.800000000001	23	5.782557e-08
61.800000000001	24	4.295072e-08
61.800000000001	25	3.227387e-08
61.800000000001	26	2.451563e-08
61.800000000001	27	1.881295e-08
61.800000000001	28	1.457567e-08
61.800000000001	29	1.139503e-08
61.800000000001	30	8.984558e-09
61.900000000001	1	0.08048451
61.900000000001	2	0.01577386
61.900000000001	3	0.004277958
61.900000000001	4	0.001410542
61.900000000001	5	0.0005329634
61.900000000001	6	0.0002231715
61.900000000001	7	0.0001013781
61.900000000001	8	4.922988e-05
61.900000000001	9	2.528413e-05
61.900000000001	10	1.362336e-05
61.900000000001	11	7.652255e-06
61.900000000001	12	4.45825e-06
61.900000000001	13	2.682955e-06
61.900000000001	14	1.662058e-06
61.900000000001	15	1.056838e-06
61.900000000001	16	6.880696e-07
61.900000000001	17	4.577198e-07
61.900000000001	18	3.105371e-07
61.900000000001	19	2.145246e-07
61.900000000001	20	1.506874e-07
61.900000000001	21	1.074904e-07
61.900000000001	22	7.77806e-08
61.900000000001	23	5.703592e-08
61.900000000001	24	4.234593e-08
61.900000000001	25	3.180601e-08
61.900000000001	26	2.415029e-08
61.900000000001	27	1.852514e-08
61.900000000001	28	1.434703e-08
61.900000000001	29	1.121197e-08
61.900000000001	30	8.836892e-09
62.000000000001	1	0.08042027
62.000000000001	2	0.01574902
62.000000000001	3	0.004267995
62.000000000001	4	0.001406226
62.000000000001	5	0.0005309544
62.000000000001	6	0.0002221767
62.000000000001	7	0.0001008585
62.000000000001	8	4.894562e-05
62.000000000001	9	2.512221e-05
62.000000000001	10	1.352778e-05
62.000000000001	11	7.594012e-06
62.000000000001	12	4.421738e-06
62.000000000001	13	2.659472e-06
62.000000000001	14	1.6466e-06
62.000000000001	15	1.046445e-06
62.000000000001	16	6.809461e-07
62.000000000001	17	4.527495e-07
62.000000000001	18	3.07012e-07
62.000000000001	19	2.119863e-07
62.000000000001	20	1.488338e-07
62.000000000001	21	1.06119e-07
62.000000000001	22	7.675357e-08
62.000000000001	23	5.625797e-08
62.000000000001	24	4.175035e-08
62.000000000001	25	3.134547e-08
62.000000000001	26	2.379081e-08
62.000000000001	27	1.824205e-08
62.000000000001	28	1.412223e-08
62.000000000001	29	1.103205e-08
62.000000000001	30	8.691813e-09
62.100000000001	1	0.08035618
62.100000000001	2	0.01572425
62.100000000001	3	0.004258071
62.100000000001	4	0.001401929
62.100000000001	5	0.000528956
62.100000000001	6	0.0002211878
62.100000000001	7	0.0001003423
62.100000000001	8	4.866342e-05
62.100000000001	9	2.496156e-05
62.100000000001	10	1.3433e-05
62.100000000001	11	7.536293e-06
62.100000000001	12	4.385575e-06
62.100000000001	13	2.636227e-06
62.100000000001	14	1.631307e-06
62.100000000001	15	1.036169e-06
62.100000000001	16	6.739055e-07
62.100000000001	17	4.478395e-07
62.100000000001	18	3.035313e-07
62.100000000001	19	2.094811e-07
62.100000000001	20	1.470053e-07
62.100000000001	21	1.047668e-07
62.100000000001	22	7.574132e-08
62.100000000001	23	5.549155e-08
62.100000000001	24	4.116384e-08
62.100000000001	25	3.089213e-08
62.100000000001	26	2.343709e-08
62.100000000001	27	1.79636e-08
62.100000000001	28	1.39012e-08
62.100000000001	29	1.085521e-08
62.100000000001	30	8.549272e-09
62.200000000001	1	0.08029224
62.200000000001	2	0.01569956
62.200000000001	3	0.004248185
62.200000000001	4	0.001397652
62.200000000001	5	0.0005269682
62.200000000001	6	0.0002202047
62.200000000001	7	9.982945e-05
62.200000000001	8	4.838324e-05
62.200000000001	9	2.480216e-05
62.200000000001	10	1.333901e-05
62.200000000001	11	7.479092e-06
62.200000000001	12	4.349756e-06
62.200000000001	13	2.613215e-06
62.200000000001	14	1.616175e-06
62.200000000001	15	1.026006e-06
62.200000000001	16	6.669467e-07
62.200000000001	17	4.42989e-07
62.200000000001	18	3.000943e-07
62.200000000001	19	2.070086e-07
62.200000000001	20	1.452014e-07
62.200000000001	21	1.034334e-07
62.200000000001	22	7.474362e-08
62.200000000001	23	5.473647e-08
62.200000000001	24	4.058625e-08
62.200000000001	25	3.044586e-08
62.200000000001	26	2.308903e-08
62.200000000001	27	1.768972e-08
62.200000000001	28	1.368388e-08
62.200000000001	29	1.06814e-08
62.200000000001	30	8.409224e-09
62.300000000001	1	0.08022846
62.300000000001	2	0.01567495
62.300000000001	3	0.004238338
62.300000000001	4	0.001393395
62.300000000001	5	0.0005249908
62.300000000001	6	0.0002192275
62.300000000001	7	9.932001e-05
62.300000000001	8	4.810507e-05
62.300000000001	9	2.4644e-05
62.300000000001	10	1.324582e-05
62.300000000001	11	7.422404e-06
62.300000000001	12	4.314278e-06
62.300000000001	13	2.590435e-06
62.300000000001	14	1.601204e-06
62.300000000001	15	1.015956e-06
62.300000000001	16	6.600686e-07
62.300000000001	17	4.381971e-07
62.300000000001	18	2.967006e-07
62.300000000001	19	2.045684e-07
62.300000000001	20	1.434219e-07
62.300000000001	21	1.021186e-07
62.300000000001	22	7.376025e-08
62.300000000001	23	5.399255e-08
62.300000000001	24	4.001743e-08
62.300000000001	25	3.000655e-08
62.300000000001	26	2.274653e-08
62.300000000001	27	1.742031e-08
62.300000000001	28	1.347019e-08
62.300000000001	29	1.051057e-08
62.300000000001	30	8.271621e-09
62.400000000001	1	0.08016482
62.400000000001	2	0.01565042
62.400000000001	3	0.004228528
62.400000000001	4	0.001389157
62.400000000001	5	0.0005230237
62.400000000001	6	0.000218256
62.400000000001	7	9.88139e-05
62.400000000001	8	4.782891e-05
62.400000000001	9	2.448707e-05
62.400000000001	10	1.31534e-05
62.400000000001	11	7.366222e-06
62.400000000001	12	4.279138e-06
62.400000000001	13	2.567883e-06
62.400000000001	14	1.586391e-06
62.400000000001	15	1.006018e-06
62.400000000001	16	6.532703e-07
