fstat	df	pvalue
57.600000000001	23	1.046238e-07
57.600000000001	24	7.915494e-08
57.600000000001	25	6.055731e-08
57.600000000001	26	4.681493e-08
57.600000000001	27	3.654669e-08
57.600000000001	28	2.879382e-08
57.600000000001	29	2.288244e-08
57.600000000001	30	1.83333e-08
57.700000000001	1	0.08333011
57.700000000001	2	0.01689311
57.700000000001	3	0.004734273
57.700000000001	4	0.001611447
57.700000000001	5	0.0006279461
57.700000000001	6	0.0002709295
57.700000000001	7	0.0001266975
57.700000000001	8	6.328335e-05
57.700000000001	9	3.340343e-05
57.700000000001	10	1.848289e-05
57.700000000001	11	1.065351e-05
57.700000000001	12	6.364627e-06
57.700000000001	13	3.924896e-06
57.700000000001	14	2.489889e-06
57.700000000001	15	1.620263e-06
57.700000000001	16	1.078917e-06
57.700000000001	17	7.336336e-07
57.700000000001	18	5.084781e-07
57.700000000001	19	3.586573e-07
57.700000000001	20	2.570968e-07
57.700000000001	21	1.870632e-07
57.700000000001	22	1.379998e-07
57.700000000001	23	1.031197e-07
57.700000000001	24	7.798225e-08
57.700000000001	25	5.963423e-08
57.700000000001	26	4.608178e-08
57.700000000001	27	3.595945e-08
57.700000000001	28	2.831971e-08
57.700000000001	29	2.249677e-08
57.700000000001	30	1.801734e-08
57.800000000001	1	0.08325881
57.800000000001	2	0.01686462
57.800000000001	3	0.004722478
57.800000000001	4	0.001606177
57.800000000001	5	0.0006254189
57.800000000001	6	0.0002696413
57.800000000001	7	0.0001260055
57.800000000001	8	6.289433e-05
57.800000000001	9	3.317589e-05
57.800000000001	10	1.834508e-05
57.800000000001	11	1.056741e-05
57.800000000001	12	6.309325e-06
57.800000000001	13	3.888479e-06
57.800000000001	14	2.465359e-06
57.800000000001	15	1.603399e-06
57.800000000001	16	1.067103e-06
57.800000000001	17	7.25214e-07
57.800000000001	18	5.023819e-07
57.800000000001	19	3.541783e-07
57.800000000001	20	2.537612e-07
57.800000000001	21	1.845477e-07
57.800000000001	22	1.360804e-07
57.800000000001	23	1.016391e-07
57.800000000001	24	7.682837e-08
57.800000000001	25	5.872634e-08
57.800000000001	26	4.536099e-08
57.800000000001	27	3.538235e-08
57.800000000001	28	2.785395e-08
57.800000000001	29	2.211804e-08
57.800000000001	30	1.770719e-08
57.900000000001	1	0.0831877
57.900000000001	2	0.01683622
57.900000000001	3	0.004710732
57.900000000001	4	0.001600933
57.900000000001	5	0.000622906
57.900000000001	6	0.0002683613
57.900000000001	7	0.0001253184
57.900000000001	8	6.25083e-05
57.900000000001	9	3.295025e-05
57.900000000001	10	1.820849e-05
57.900000000001	11	1.048213e-05
57.900000000001	12	6.254583e-06
57.900000000001	13	3.85245e-06
57.900000000001	14	2.441106e-06
57.900000000001	15	1.586733e-06
57.900000000001	16	1.055434e-06
57.900000000001	17	7.169022e-07
57.900000000001	18	4.963668e-07
57.900000000001	19	3.497611e-07
57.900000000001	20	2.504732e-07
57.900000000001	21	1.820692e-07
57.900000000001	22	1.341902e-07
57.900000000001	23	1.001816e-07
57.900000000001	24	7.569298e-08
57.900000000001	25	5.783336e-08
57.900000000001	26	4.465233e-08
57.900000000001	27	3.481518e-08
57.900000000001	28	2.739639e-08
57.900000000001	29	2.174613e-08
57.900000000001	30	1.740273e-08
58.000000000001	1	0.08311677
58.000000000001	2	0.01680792
58.000000000001	3	0.004699035
58.000000000001	4	0.001595714
58.000000000001	5	0.0006204072
58.000000000001	6	0.0002670894
58.000000000001	7	0.000124636
58.000000000001	8	6.212522e-05
58.000000000001	9	3.272648e-05
58.000000000001	10	1.807313e-05
58.000000000001	11	1.039766e-05
58.000000000001	12	6.200395e-06
58.000000000001	13	3.816807e-06
58.000000000001	14	2.417125e-06
58.000000000001	15	1.570263e-06
58.000000000001	16	1.043909e-06
58.000000000001	17	7.086968e-07
58.000000000001	18	4.904316e-07
58.000000000001	19	3.454047e-07
58.000000000001	20	2.47232e-07
58.000000000001	21	1.796271e-07
58.000000000001	22	1.323285e-07
58.000000000001	23	9.874676e-08
58.000000000001	24	7.457574e-08
58.000000000001	25	5.695504e-08
58.000000000001	26	4.395558e-08
58.000000000001	27	3.425777e-08
58.000000000001	28	2.694689e-08
58.000000000001	29	2.138089e-08
58.000000000001	30	1.710385e-08
58.100000000001	1	0.08304601
58.100000000001	2	0.01677971
58.100000000001	3	0.004687385
58.100000000001	4	0.001590521
58.100000000001	5	0.0006179225
58.100000000001	6	0.0002658255
58.100000000001	7	0.0001239585
58.100000000001	8	6.174508e-05
58.100000000001	9	3.250456e-05
58.100000000001	10	1.793897e-05
58.100000000001	11	1.0314e-05
58.100000000001	12	6.146753e-06
58.100000000001	13	3.781544e-06
58.100000000001	14	2.393413e-06
58.100000000001	15	1.553987e-06
58.100000000001	16	1.032525e-06
58.100000000001	17	7.005963e-07
58.100000000001	18	4.845752e-07
58.100000000001	19	3.411083e-07
58.100000000001	20	2.440368e-07
58.100000000001	21	1.772209e-07
58.100000000001	22	1.30495e-07
58.100000000001	23	9.733425e-08
58.100000000001	24	7.347636e-08
58.100000000001	25	5.609111e-08
58.100000000001	26	4.327053e-08
58.100000000001	27	3.370994e-08
58.100000000001	28	2.650527e-08
58.100000000001	29	2.102221e-08
58.100000000001	30	1.681045e-08
58.200000000001	1	0.08297544
58.200000000001	2	0.0167516
58.200000000001	3	0.004675785
58.200000000001	4	0.001585354
58.200000000001	5	0.0006154516
58.200000000001	6	0.0002645696
58.200000000001	7	0.0001232856
58.200000000001	8	6.136783e-05
58.200000000001	9	3.228448e-05
58.200000000001	10	1.780601e-05
58.200000000001	11	1.023113e-05
58.200000000001	12	6.093653e-06
58.200000000001	13	3.746656e-06
58.200000000001	14	2.369967e-06
58.200000000001	15	1.537902e-06
58.200000000001	16	1.021281e-06
58.200000000001	17	6.925992e-07
58.200000000001	18	4.787965e-07
58.200000000001	19	3.368708e-07
58.200000000001	20	2.408871e-07
58.200000000001	21	1.748499e-07
58.200000000001	22	1.286891e-07
58.200000000001	23	9.594368e-08
58.200000000001	24	7.239452e-08
58.200000000001	25	5.524133e-08
58.200000000001	26	4.259697e-08
58.200000000001	27	3.317151e-08
58.200000000001	28	2.607141e-08
58.200000000001	29	2.066995e-08
58.200000000001	30	1.65224e-08
58.300000000001	1	0.08290505
58.300000000001	2	0.01672359
58.300000000001	3	0.004664231
58.300000000001	4	0.001580211
58.300000000001	5	0.0006129945
58.300000000001	6	0.0002633216
58.300000000001	7	0.0001226175
58.300000000001	8	6.099347e-05
58.300000000001	9	3.206622e-05
58.300000000001	10	1.767422e-05
58.300000000001	11	1.014905e-05
58.300000000001	12	6.041087e-06
58.300000000001	13	3.712139e-06
58.300000000001	14	2.346782e-06
58.300000000001	15	1.522006e-06
58.300000000001	16	1.010174e-06
58.300000000001	17	6.84704e-07
58.300000000001	18	4.730942e-07
58.300000000001	19	3.326915e-07
58.300000000001	20	2.377821e-07
58.300000000001	21	1.725137e-07
58.300000000001	22	1.269105e-07
58.300000000001	23	9.457469e-08
58.300000000001	24	7.132992e-08
58.300000000001	25	5.440544e-08
58.300000000001	26	4.19347e-08
58.300000000001	27	3.264231e-08
58.300000000001	28	2.564515e-08
58.300000000001	29	2.0324e-08
58.300000000001	30	1.623962e-08
58.400000000001	1	0.08283484
58.400000000001	2	0.01669566
58.400000000001	3	0.004652726
58.400000000001	4	0.001575093
58.400000000001	5	0.0006105512
58.400000000001	6	0.0002620814
58.400000000001	7	0.000121954
58.400000000001	8	6.062196e-05
58.400000000001	9	3.184976e-05
58.400000000001	10	1.754361e-05
58.400000000001	11	1.006775e-05
58.400000000001	12	5.98905e-06
58.400000000001	13	3.677989e-06
58.400000000001	14	2.323857e-06
58.400000000001	15	1.506295e-06
58.400000000001	16	9.992032e-07
58.400000000001	17	6.769092e-07
58.400000000001	18	4.674673e-07
58.400000000001	19	3.285694e-07
58.400000000001	20	2.34721e-07
58.400000000001	21	1.702116e-07
58.400000000001	22	1.251587e-07
58.400000000001	23	9.322691e-08
58.400000000001	24	7.028226e-08
58.400000000001	25	5.358319e-08
58.400000000001	26	4.12835e-08
58.400000000001	27	3.212217e-08
58.400000000001	28	2.522635e-08
58.400000000001	29	1.998424e-08
58.400000000001	30	1.5962e-08
58.500000000001	1	0.08276481
58.500000000001	2	0.01666783
58.500000000001	3	0.004641267
58.500000000001	4	0.00157
58.500000000001	5	0.0006081215
58.500000000001	6	0.000260849
58.500000000001	7	0.0001212951
58.500000000001	8	6.025327e-05
58.500000000001	9	3.163508e-05
58.500000000001	10	1.741415e-05
58.500000000001	11	9.987213e-06
58.500000000001	12	5.937535e-06
58.500000000001	13	3.644201e-06
58.500000000001	14	2.301188e-06
58.500000000001	15	1.490769e-06
58.500000000001	16	9.883662e-07
58.500000000001	17	6.692136e-07
58.500000000001	18	4.619147e-07
58.500000000001	19	3.245038e-07
58.500000000001	20	2.317032e-07
58.500000000001	21	1.679431e-07
58.500000000001	22	1.234333e-07
58.500000000001	23	9.189999e-08
58.500000000001	24	6.925127e-08
58.500000000001	25	5.277436e-08
58.500000000001	26	4.064319e-08
58.500000000001	27	3.161093e-08
58.500000000001	28	2.481487e-08
58.500000000001	29	1.965054e-08
58.500000000001	30	1.568944e-08
58.600000000001	1	0.08269495
58.600000000001	2	0.0166401
58.600000000001	3	0.004629856
58.600000000001	4	0.001564932
58.600000000001	5	0.0006057053
58.600000000001	6	0.0002596243
58.600000000001	7	0.0001206408
58.600000000001	8	5.988738e-05
58.600000000001	9	3.142217e-05
58.600000000001	10	1.728584e-05
58.600000000001	11	9.907439e-06
58.600000000001	12	5.886536e-06
58.600000000001	13	3.610771e-06
58.600000000001	14	2.27877e-06
58.600000000001	15	1.475423e-06
58.600000000001	16	9.776613e-07
58.600000000001	17	6.616156e-07
58.600000000001	18	4.564354e-07
58.600000000001	19	3.204937e-07
58.600000000001	20	2.287281e-07
58.600000000001	21	1.657077e-07
58.600000000001	22	1.217338e-07
58.600000000001	23	9.059358e-08
58.600000000001	24	6.823664e-08
58.600000000001	25	5.19787e-08
58.600000000001	26	4.001356e-08
58.600000000001	27	3.110842e-08
58.600000000001	28	2.441058e-08
58.600000000001	29	1.932279e-08
58.600000000001	30	1.542183e-08
58.700000000001	1	0.08262527
58.700000000001	2	0.01661245
58.700000000001	3	0.004618491
58.700000000001	4	0.001559889
58.700000000001	5	0.0006033025
58.700000000001	6	0.0002584073
58.700000000001	7	0.000119991
58.700000000001	8	5.952426e-05
58.700000000001	9	3.121101e-05
58.700000000001	10	1.715866e-05
58.700000000001	11	9.828416e-06
58.700000000001	12	5.836048e-06
58.700000000001	13	3.577694e-06
58.700000000001	14	2.256603e-06
58.700000000001	15	1.460256e-06
58.700000000001	16	9.670867e-07
58.700000000001	17	6.54114e-07
58.700000000001	18	4.510282e-07
58.700000000001	19	3.165383e-07
58.700000000001	20	2.25795e-07
58.700000000001	21	1.635049e-07
58.700000000001	22	1.200598e-07
58.700000000001	23	8.930734e-08
58.700000000001	24	6.72381e-08
58.700000000001	25	5.119599e-08
58.700000000001	26	3.939443e-08
58.700000000001	27	3.061449e-08
58.700000000001	28	2.401334e-08
58.700000000001	29	1.900089e-08
58.700000000001	30	1.515909e-08
58.800000000001	1	0.08255577
58.800000000001	2	0.0165849
58.800000000001	3	0.004607172
58.800000000001	4	0.001554869
58.800000000001	5	0.000600913
58.800000000001	6	0.0002571978
58.800000000001	7	0.0001193457
58.800000000001	8	5.91639e-05
58.800000000001	9	3.100159e-05
58.800000000001	10	1.703261e-05
58.800000000001	11	9.750138e-06
58.800000000001	12	5.786064e-06
58.800000000001	13	3.544966e-06
58.800000000001	14	2.234681e-06
58.800000000001	15	1.445266e-06
58.800000000001	16	9.566406e-07
58.800000000001	17	6.467073e-07
58.800000000001	18	4.45692e-07
58.800000000001	19	3.126368e-07
58.800000000001	20	2.229032e-07
58.800000000001	21	1.613341e-07
58.800000000001	22	1.184109e-07
58.800000000001	23	8.804094e-08
58.800000000001	24	6.625539e-08
58.800000000001	25	5.0426e-08
58.800000000001	26	3.878561e-08
58.800000000001	27	3.012897e-08
58.800000000001	28	2.362302e-08
58.800000000001	29	1.868471e-08
58.800000000001	30	1.490113e-08
58.900000000001	1	0.08248644
58.900000000001	2	0.01655744
58.900000000001	3	0.0045959
58.900000000001	4	0.001549874
58.900000000001	5	0.0005985368
58.900000000001	6	0.0002559959
58.900000000001	7	0.0001187048
58.900000000001	8	5.880625e-05
58.900000000001	9	3.079387e-05
58.900000000001	10	1.690766e-05
58.900000000001	11	9.672595e-06
58.900000000001	12	5.73658e-06
58.900000000001	13	3.512583e-06
58.900000000001	14	2.213002e-06
58.900000000001	15	1.43045e-06
58.900000000001	16	9.463214e-07
58.900000000001	17	6.393943e-07
58.900000000001	18	4.40426e-07
58.900000000001	19	3.087884e-07
58.900000000001	20	2.200521e-07
58.900000000001	21	1.591949e-07
58.900000000001	22	1.167866e-07
58.900000000001	23	8.679404e-08
58.900000000001	24	6.528822e-08
58.900000000001	25	4.96685e-08
58.900000000001	26	3.818691e-08
58.900000000001	27	2.965171e-08
58.900000000001	28	2.323949e-08
58.900000000001	29	1.837415e-08
58.900000000001	30	1.464784e-08
59.000000000001	1	0.08241729
59.000000000001	2	0.01653006
59.000000000001	3	0.004584674
59.000000000001	4	0.001544903
59.000000000001	5	0.0005961737
59.000000000001	6	0.0002548015
59.000000000001	7	0.0001180684
59.000000000001	8	5.845131e-05
59.000000000001	9	3.058786e-05
59.000000000001	10	1.678381e-05
59.000000000001	11	9.595781e-06
59.000000000001	12	5.687588e-06
59.000000000001	13	3.480542e-06
59.000000000001	14	2.191564e-06
59.000000000001	15	1.415806e-06
59.000000000001	16	9.361272e-07
59.000000000001	17	6.321736e-07
59.000000000001	18	4.35229e-07
59.000000000001	19	3.049923e-07
59.000000000001	20	2.172411e-07
59.000000000001	21	1.570867e-07
59.000000000001	22	1.151867e-07
59.000000000001	23	8.556631e-08
59.000000000001	24	6.433633e-08
59.000000000001	25	4.892328e-08
59.000000000001	26	3.759816e-08
59.000000000001	27	2.918257e-08
59.000000000001	28	2.286263e-08
59.000000000001	29	1.806911e-08
59.000000000001	30	1.439914e-08
59.100000000001	1	0.08234831
59.100000000001	2	0.01650278
59.100000000001	3	0.004573493
59.100000000001	4	0.001539956
59.100000000001	5	0.0005938236
59.100000000001	6	0.0002536145
59.100000000001	7	0.0001174364
59.100000000001	8	5.809904e-05
59.100000000001	9	3.038353e-05
59.100000000001	10	1.666105e-05
59.100000000001	11	9.519686e-06
59.100000000001	12	5.639084e-06
59.100000000001	13	3.448837e-06
59.100000000001	14	2.170363e-06
59.100000000001	15	1.401331e-06
59.100000000001	16	9.260565e-07
59.100000000001	17	6.25044e-07
59.100000000001	18	4.301002e-07
59.100000000001	19	3.012478e-07
59.100000000001	20	2.144695e-07
59.100000000001	21	1.55009e-07
59.100000000001	22	1.136106e-07
59.100000000001	23	8.435745e-08
59.100000000001	24	6.339946e-08
59.100000000001	25	4.819013e-08
59.100000000001	26	3.701917e-08
59.100000000001	27	2.872139e-08
59.100000000001	28	2.249232e-08
59.100000000001	29	1.776947e-08
59.100000000001	30	1.415494e-08
59.200000000001	1	0.0822795
59.200000000001	2	0.01647559
59.200000000001	3	0.004562358
59.200000000001	4	0.001535032
59.200000000001	5	0.0005914865
59.200000000001	6	0.0002524349
59.200000000001	7	0.0001168087
59.200000000001	8	5.774942e-05
59.200000000001	9	3.018086e-05
59.200000000001	10	1.653936e-05
59.200000000001	11	9.444304e-06
59.200000000001	12	5.591063e-06
59.200000000001	13	3.417465e-06
59.200000000001	14	2.149396e-06
59.200000000001	15	1.387025e-06
59.200000000001	16	9.161075e-07
59.200000000001	17	6.180041e-07
59.200000000001	18	4.250384e-07
59.200000000001	19	2.97554e-07
59.200000000001	20	2.117368e-07
59.200000000001	21	1.529614e-07
59.200000000001	22	1.120581e-07
59.200000000001	23	8.316714e-08
59.200000000001	24	6.247736e-08
59.200000000001	25	4.746884e-08
59.200000000001	26	3.644978e-08
59.200000000001	27	2.826804e-08
59.200000000001	28	2.212842e-08
59.200000000001	29	1.747514e-08
59.200000000001	30	1.391516e-08
59.300000000001	1	0.08221086
59.300000000001	2	0.01644849
59.300000000001	3	0.004551268
59.300000000001	4	0.001530133
59.300000000001	5	0.0005891623
59.300000000001	6	0.0002512625
59.300000000001	7	0.0001161853
59.300000000001	8	5.740243e-05
59.300000000001	9	2.997985e-05
59.300000000001	10	1.641874e-05
59.300000000001	11	9.369627e-06
59.300000000001	12	5.543517e-06
59.300000000001	13	3.386422e-06
59.300000000001	14	2.12866e-06
59.300000000001	15	1.372883e-06
59.300000000001	16	9.062787e-07
59.300000000001	17	6.110528e-07
59.300000000001	18	4.200427e-07
59.300000000001	19	2.939102e-07
59.300000000001	20	2.090424e-07
59.300000000001	21	1.509434e-07
59.300000000001	22	1.105286e-07
59.300000000001	23	8.199506e-08
59.300000000001	24	6.156978e-08
59.300000000001	25	4.675919e-08
59.300000000001	26	3.588981e-08
59.300000000001	27	2.782237e-08
59.300000000001	28	2.177083e-08
59.300000000001	29	1.718602e-08
59.300000000001	30	1.367971e-08
59.400000000001	1	0.0821424
59.400000000001	2	0.01642148
59.400000000001	3	0.004540222
59.400000000001	4	0.001525256
59.400000000001	5	0.0005868508
59.400000000001	6	0.0002500975
59.400000000001	7	0.0001155662
59.400000000001	8	5.705804e-05
59.400000000001	9	2.978047e-05
59.400000000001	10	1.629918e-05
59.400000000001	11	9.295647e-06
59.400000000001	12	5.496443e-06
59.400000000001	13	3.355704e-06
59.400000000001	14	2.108152e-06
59.400000000001	15	1.358905e-06
59.400000000001	16	8.965684e-07
59.400000000001	17	6.041888e-07
59.400000000001	18	4.151122e-07
59.400000000001	19	2.903157e-07
59.400000000001	20	2.063857e-07
59.400000000001	21	1.489546e-07
59.400000000001	22	1.09022e-07
59.400000000001	23	8.084093e-08
59.400000000001	24	6.067647e-08
59.400000000001	25	4.6061e-08
59.400000000001	26	3.53391e-08
59.400000000001	27	2.738424e-08
59.400000000001	28	2.141942e-08
59.400000000001	29	1.690201e-08
59.400000000001	30	1.34485e-08
59.500000000001	1	0.08207411
59.500000000001	2	0.01639455
59.500000000001	3	0.004529222
59.500000000001	4	0.001520403
59.500000000001	5	0.000584552
59.500000000001	6	0.0002489396
59.500000000001	7	0.0001149513
59.500000000001	8	5.671623e-05
59.500000000001	9	2.958271e-05
59.500000000001	10	1.618065e-05
59.500000000001	11	9.222356e-06
59.500000000001	12	5.449835e-06
59.500000000001	13	3.325307e-06
59.500000000001	14	2.08787e-06
59.500000000001	15	1.345088e-06
59.500000000001	16	8.86975e-07
59.500000000001	17	5.974108e-07
59.500000000001	18	4.10246e-07
59.500000000001	19	2.867698e-07
59.500000000001	20	2.03766e-07
59.500000000001	21	1.469944e-07
59.500000000001	22	1.075377e-07
59.500000000001	23	7.970444e-08
59.500000000001	24	5.979719e-08
59.500000000001	25	4.537405e-08
59.500000000001	26	3.479749e-08
59.500000000001	27	2.695351e-08
59.500000000001	28	2.107409e-08
59.500000000001	29	1.662302e-08
59.500000000001	30	1.322146e-08
59.600000000001	1	0.08200598
59.600000000001	2	0.01636772
59.600000000001	3	0.004518265
59.600000000001	4	0.001515573
59.600000000001	5	0.0005822658
59.600000000001	6	0.0002477888
59.600000000001	7	0.0001143406
59.600000000001	8	5.637698e-05
59.600000000001	9	2.938655e-05
59.600000000001	10	1.606317e-05
59.600000000001	11	9.149747e-06
59.600000000001	12	5.403687e-06
59.600000000001	13	3.295228e-06
59.600000000001	14	2.067811e-06
59.600000000001	15	1.33143e-06
59.600000000001	16	8.77497e-07
59.600000000001	17	5.907178e-07
59.600000000001	18	4.05443e-07
59.600000000001	19	2.832717e-07
59.600000000001	20	2.011829e-07
59.600000000001	21	1.450624e-07
59.600000000001	22	1.060754e-07
59.600000000001	23	7.85853e-08
59.600000000001	24	5.89317e-08
59.600000000001	25	4.469816e-08
59.600000000001	26	3.42648e-08
59.600000000001	27	2.653005e-08
59.600000000001	28	2.073472e-08
59.600000000001	29	1.634894e-08
59.600000000001	30	1.29985e-08
59.700000000001	1	0.08193803
59.700000000001	2	0.01634097
59.700000000001	3	0.004507353
59.700000000001	4	0.001510766
59.700000000001	5	0.0005799921
59.700000000001	6	0.0002466452
59.700000000001	7	0.0001137341
59.700000000001	8	5.604026e-05
59.700000000001	9	2.919198e-05
59.700000000001	10	1.59467e-05
59.700000000001	11	9.077814e-06
59.700000000001	12	5.357995e-06
59.700000000001	13	3.265462e-06
59.700000000001	14	2.047972e-06
59.700000000001	15	1.317929e-06
59.700000000001	16	8.681328e-07
59.700000000001	17	5.841085e-07
59.700000000001	18	4.007025e-07
59.700000000001	19	2.798207e-07
59.700000000001	20	1.986358e-07
59.700000000001	21	1.431583e-07
59.700000000001	22	1.046348e-07
59.700000000001	23	7.748323e-08
59.700000000001	24	5.807977e-08
59.700000000001	25	4.403314e-08
59.700000000001	26	3.374089e-08
59.700000000001	27	2.611374e-08
59.700000000001	28	2.04012e-08
59.700000000001	29	1.607969e-08
59.700000000001	30	1.277955e-08
59.800000000001	1	0.08187024
59.800000000001	2	0.01631431
59.800000000001	3	0.004496485
59.800000000001	4	0.001505982
59.800000000001	5	0.0005777308
59.800000000001	6	0.0002455085
59.800000000001	7	0.0001131317
59.800000000001	8	5.570605e-05
59.800000000001	9	2.899898e-05
59.800000000001	10	1.583124e-05
59.800000000001	11	9.006547e-06
59.800000000001	12	5.312753e-06
59.800000000001	13	3.236006e-06
59.800000000001	14	2.02835e-06
59.800000000001	15	1.304583e-06
59.800000000001	16	8.588809e-07
59.800000000001	17	5.775817e-07
59.800000000001	18	3.960236e-07
59.800000000001	19	2.764161e-07
59.800000000001	20	1.961242e-07
59.800000000001	21	1.412815e-07
59.800000000001	22	1.032156e-07
59.800000000001	23	7.639794e-08
59.800000000001	24	5.724117e-08
59.800000000001	25	4.337879e-08
59.800000000001	26	3.32256e-08
59.800000000001	27	2.570443e-08
59.800000000001	28	2.007342e-08
59.800000000001	29	1.581517e-08
59.800000000001	30	1.256453e-08
59.900000000001	1	0.08180263
59.900000000001	2	0.01628773
59.900000000001	3	0.00448566
59.900000000001	4	0.00150122
59.900000000001	5	0.0005754819
59.900000000001	6	0.0002443789
59.900000000001	7	0.0001125335
59.900000000001	8	5.537433e-05
59.900000000001	9	2.880754e-05
59.900000000001	10	1.571679e-05
59.900000000001	11	8.935942e-06
59.900000000001	12	5.267956e-06
59.900000000001	13	3.206857e-06
59.900000000001	14	2.008943e-06
59.900000000001	15	1.29139e-06
59.900000000001	16	8.497398e-07
59.900000000001	17	5.711364e-07
59.900000000001	18	3.914052e-07
59.900000000001	19	2.730572e-07
59.900000000001	20	1.936474e-07
59.900000000001	21	1.394316e-07
59.900000000001	22	1.018173e-07
59.900000000001	23	7.532916e-08
59.900000000001	24	5.641568e-08
59.900000000001	25	4.273494e-08
59.900000000001	26	3.271878e-08
59.900000000001	27	2.530201e-08
59.900000000001	28	1.975128e-08
59.900000000001	29	1.555531e-08
59.900000000001	30	1.235337e-08
60.000000000001	1	0.08173518
60.000000000001	2	0.01626125
60.000000000001	3	0.004474878
60.000000000001	4	0.001496481
60.000000000001	5	0.0005732451
60.000000000001	6	0.0002432561
60.000000000001	7	0.0001119392
60.000000000001	8	5.504507e-05
60.000000000001	9	2.861765e-05
60.000000000001	10	1.560333e-05
60.000000000001	11	8.865989e-06
60.000000000001	12	5.2236e-06
60.000000000001	13	3.17801e-06
60.000000000001	14	1.989748e-06
60.000000000001	15	1.278348e-06
60.000000000001	16	8.407081e-07
60.000000000001	17	5.647714e-07
60.000000000001	18	3.868467e-07
60.000000000001	19	2.697435e-07
60.000000000001	20	1.91205e-07
60.000000000001	21	1.376082e-07
60.000000000001	22	1.004396e-07
60.000000000001	23	7.427663e-08
60.000000000001	24	5.560308e-08
60.000000000001	25	4.21014e-08
60.000000000001	26	3.222028e-08
60.000000000001	27	2.490636e-08
60.000000000001	28	1.943468e-08
60.000000000001	29	1.53e-08
60.000000000001	30	1.214599e-08
60.100000000001	1	0.08166789
60.100000000001	2	0.01623484
60.100000000001	3	0.00446414
60.100000000001	4	0.001491764
60.100000000001	5	0.0005710206
60.100000000001	6	0.0002421402
60.100000000001	7	0.000111349
60.100000000001	8	5.471826e-05
60.100000000001	9	2.842928e-05
60.100000000001	10	1.549085e-05
60.100000000001	11	8.796684e-06
60.100000000001	12	5.179679e-06
60.100000000001	13	3.149462e-06
60.100000000001	14	1.970762e-06
60.100000000001	15	1.265455e-06
60.100000000001	16	8.317843e-07
60.100000000001	17	5.584856e-07
60.100000000001	18	3.823471e-07
60.100000000001	19	2.664741e-07
60.100000000001	20	1.887965e-07
60.100000000001	21	1.358109e-07
60.100000000001	22	9.908233e-08
60.100000000001	23	7.324006e-08
60.100000000001	24	5.480314e-08
60.100000000001	25	4.147799e-08
60.100000000001	26	3.172995e-08
60.100000000001	27	2.451734e-08
60.100000000001	28	1.912351e-08
60.100000000001	29	1.504917e-08
60.100000000001	30	1.194232e-08
60.200000000001	1	0.08160077
60.200000000001	2	0.01620853
60.200000000001	3	0.004453445
60.200000000001	4	0.00148707
60.200000000001	5	0.0005688081
60.200000000001	6	0.0002410312
60.200000000001	7	0.0001107628
60.200000000001	8	5.439387e-05
60.200000000001	9	2.824242e-05
60.200000000001	10	1.537935e-05
60.200000000001	11	8.728017e-06
60.200000000001	12	5.136188e-06
60.200000000001	13	3.12121e-06
60.200000000001	14	1.951983e-06
60.200000000001	15	1.252709e-06
60.200000000001	16	8.229669e-07
60.200000000001	17	5.52278e-07
60.200000000001	18	3.779056e-07
60.200000000001	19	2.632485e-07
60.200000000001	20	1.864213e-07
60.200000000001	21	1.340393e-07
60.200000000001	22	9.7745e-08
60.200000000001	23	7.22192e-08
60.200000000001	24	5.401566e-08
60.200000000001	25	4.086455e-08
60.200000000001	26	3.124765e-08
60.200000000001	27	2.413484e-08
60.200000000001	28	1.881767e-08
60.200000000001	29	1.480274e-08
60.200000000001	30	1.17423e-08
60.300000000001	1	0.08153382
60.300000000001	2	0.0161823
60.300000000001	3	0.004442792
60.300000000001	4	0.001482398
60.300000000001	5	0.0005666076
60.300000000001	6	0.0002399289
60.300000000001	7	0.0001101806
60.300000000001	8	5.407189e-05
60.300000000001	9	2.805706e-05
60.300000000001	10	1.52688e-05
60.300000000001	11	8.659984e-06
60.300000000001	12	5.093122e-06
60.300000000001	13	3.093249e-06
60.300000000001	14	1.933408e-06
60.300000000001	15	1.240109e-06
60.300000000001	16	8.142546e-07
60.300000000001	17	5.461473e-07
60.300000000001	18	3.735213e-07
60.300000000001	19	2.60066e-07
60.300000000001	20	1.84079e-07
60.300000000001	21	1.32293e-07
60.300000000001	22	9.642735e-08
60.300000000001	23	7.12138e-08
60.300000000001	24	5.324044e-08
60.300000000001	25	4.026089e-08
60.300000000001	26	3.077324e-08
60.300000000001	27	2.375875e-08
60.300000000001	28	1.851707e-08
60.300000000001	29	1.456061e-08
60.300000000001	30	1.154584e-08
60.400000000001	1	0.08146703
60.400000000001	2	0.01615615
60.400000000001	3	0.004432181
60.400000000001	4	0.001477748
60.400000000001	5	0.0005644189
60.400000000001	6	0.0002388333
60.400000000001	7	0.0001096023
60.400000000001	8	5.375228e-05
60.400000000001	9	2.787319e-05
60.400000000001	10	1.515921e-05
60.400000000001	11	8.592576e-06
60.400000000001	12	5.050478e-06
60.400000000001	13	3.065578e-06
60.400000000001	14	1.915035e-06
60.400000000001	15	1.227652e-06
60.400000000001	16	8.056459e-07
60.400000000001	17	5.400927e-07
60.400000000001	18	3.691936e-07
60.400000000001	19	2.56926e-07
60.400000000001	20	1.81769e-07
60.400000000001	21	1.305716e-07
60.400000000001	22	9.512906e-08
60.400000000001	23	7.02236e-08
